,0,1
Liu_et_al_2018,0.4135915938893678,0.09799520603596303
Sonnendecker_et_al_2021,0.27545404024004955,0.16965197859746525
Zeng_et_al_2022,0.7140444449193133,0.0269845555433359
Han_et_al_2017,0.16083916083916086,0.12062796301105468
Ma_et_al_2018,-0.35,0.07576767609436587
Zhang_et_al_2021,1.0,0.23570226039551584
Furukawa_et_al_2019,0.6849386474658347,0.03104458248037458
Joo_et_al_2018,0.5256698135871744,0.07073817238893824
Chen_et_al_2021,0.5579426968910748,0.009338247304773993
Sagong_et_al_2022,-0.3571428571428572,0.06070261325705695
Brott_et_al_2021,0.6134670389756931,0.031692179236101896
Li_et_al_2022,0.4761904761904762,0.29182184620397206
Cui_et_al_2021,0.8632523591691051,0.012774123710365225
Then_et_al_2016,0.6890999615891347,0.011884567213538184
Bell_et_al_2022,0.7714285714285715,0.07126966450997986
Son_et_al_2019,-0.2501533272146593,0.015893910279629237
Guo_et_al_2022,-0.12127960498306703,0.03981382326772475
Wei_et_al_2016,0.46781964351149136,0.14494067333076857
Erickson_et_al_2022,0.33836911582221396,0.17194145648300727
Nakamura_et_al_2021,0.24793087162858976,0.04945412204375848
Wang_et_al_2022,0.7292928985449755,0.03253000243161781
Tournier_et_al_2020,-0.04336603572231522,0.02094665438970493
Xi_et_al_2021,1.0,0.23570226039551584
