,0,1
Liu_et_al_2018,0.6397058823529411,0.0365187853572337
Sonnendecker_et_al_2021,0.5,0.08748177652797065
Zeng_et_al_2022,0.7593582887700535,0.009690734658526526
Han_et_al_2017,0.5606060606060606,0.03779451905832266
Ma_et_al_2018,0.3333333333333333,0.013094570021973107
Zhang_et_al_2021,1.0,0.15713484026367724
Furukawa_et_al_2019,0.7636363636363637,0.022676711434993592
Joo_et_al_2018,0.6761904761904762,0.019569568263393552
Chen_et_al_2021,0.7056277056277056,0.005399217008331801
Sagong_et_al_2022,0.3333333333333333,0.022447834323382456
Brott_et_al_2021,0.7222222222222222,0.026189140043946214
Li_et_al_2022,0.6785714285714286,0.13468700594029476
Cui_et_al_2021,0.8322115384615385,0.008458745654100432
Then_et_al_2016,0.7777777777777778,0.022680460581325734
Bell_et_al_2022,0.8,0.05443310539518177
Son_et_al_2019,0.3602941176470588,0.0173310485584938
Guo_et_al_2022,0.43956043956043955,0.013705704713457657
Wei_et_al_2016,0.6666666666666666,0.037794519058322644
Erickson_et_al_2022,0.6146179401993356,0.05529957250396048
Nakamura_et_al_2021,0.5869565217391305,0.01807563954963256
Wang_et_al_2022,0.7692307692307693,0.02179068168202042
Tournier_et_al_2020,0.5098039215686274,0.003081075299287778
Xi_et_al_2021,1.0,0.15713484026367724
