,0,1
Liu_et_al_2018,0.28395362204868135,0.06455663281034553
Sonnendecker_et_al_2021,0.0,0.1448990394310407
Zeng_et_al_2022,0.5149740945279963,0.018766219287092503
Han_et_al_2017,0.10609552898348977,0.036758370854378476
Ma_et_al_2018,-0.2588865841460984,0.014838961300530402
Zhang_et_al_2021,1.0,0.4714045207910317
Furukawa_et_al_2019,0.4979317388075075,0.04556188860317474
Joo_et_al_2018,0.34089647705410664,0.04100535429117115
Chen_et_al_2021,0.41752250129673313,0.007335475480868333
Sagong_et_al_2022,-0.2773500981126146,0.03502754386975433
Brott_et_al_2021,0.44891640866873067,0.052540441945749666
Li_et_al_2022,0.35143174800275734,0.27648632553779956
Cui_et_al_2021,0.6657626482276596,0.017048845099154282
Then_et_al_2016,0.6274425954032096,0.05140944831661837
Bell_et_al_2022,0.45226701686664544,0.18480468261602023
Son_et_al_2019,-0.26118637033756004,0.037489320417706175
Guo_et_al_2022,-0.056371586016625355,0.028725086599113558
Wei_et_al_2016,0.3420287057536062,0.07078791292055843
Erickson_et_al_2022,0.2336617572658201,0.10928176754071196
Nakamura_et_al_2021,0.17760731757222908,0.03683531357341613
Wang_et_al_2022,0.5272727272727272,0.04626007015987058
Tournier_et_al_2020,0.03168337440426682,0.004587012252001803
Xi_et_al_2021,1.0,0.4714045207910317
