,0,1
Bell_et_al_2022,0.9866078051898197,1.1102230246251565e-16
Cui_et_al_2021,0.7763689945442773,0.011273349196248545
Li_et_al_2022,0.6050635167678146,0.0
Sagong_et_al_2022,-0.6743868573987308,0.02575199946387098
Wei_et_al_2016,0.9651866292825804,0.04054696032732874
Sonnendecker_et_al_2021,0.44215223534311715,0.0015229811229229091
Zhang_et_al_2021,1.0,0.0
Tournier_et_al_2020,0.5963178966362643,0.027184458169823147
Joo_et_al_2018,0.822915126845578,0.020012877870287556
Nakamura_et_al_2021,0.896263361990152,0.013234151233736117
Liu_et_al_2018,0.484662991689247,0.00841654652707204
Han_et_al_2017,0.3427745697191863,0.09136724343486416
Son_et_al_2019,0.5364626284982086,0.12071860733196554
Erickson_et_al_2022,0.946582732151234,0.015867825880640878
Then_et_al_2016,0.9266635547087387,0.09484231105783454
Ma_et_al_2018,-0.4841538051183297,0.012182962068729
Wang_et_al_2022,0.9170479958906389,0.021533259546818263
Xi_et_al_2021,0.848926969416767,0.0
Chen_et_al_2021,0.9164423556045713,0.0005817237821499335
Brott_et_al_2021,0.7719206194184774,0.0
Guo_et_al_2022,0.5394192139571367,0.03208581662475013
Furukawa_et_al_2019,0.8662166745399561,0.0022884402943500145
Zeng_et_al_2022,0.7722774707765412,0.011018100356151375
