,0,1
Bell_et_al_2022,0.8666666666666667,0.0
Cui_et_al_2021,0.8663461538461539,0.002161977173594871
Li_et_al_2022,0.6785714285714286,1.1102230246251565e-16
Sagong_et_al_2022,0.42857142857142855,0.02244783432338246
Wei_et_al_2016,0.8333333333333334,0.021427478217774146
Sonnendecker_et_al_2021,0.8214285714285714,0.016835875742536838
Zhang_et_al_2021,1.0,0.0
Tournier_et_al_2020,0.6013071895424836,0.005336578960311916
Joo_et_al_2018,0.7333333333333333,0.0338954865143851
Nakamura_et_al_2021,0.782608695652174,0.00782698151981624
Liu_et_al_2018,0.7279411764705882,0.013864838846795053
Han_et_al_2017,0.7121212121212122,0.04285495643554835
Son_et_al_2019,0.5441176470588235,0.043431483202620955
Erickson_et_al_2022,0.8106312292358804,0.01784133772402299
Then_et_al_2016,0.7777777777777778,0.039283710065919325
Ma_et_al_2018,0.2777777777777778,0.013094570021973107
Wang_et_al_2022,0.8717948717948718,0.027695473070119048
Xi_et_al_2021,0.6666666666666666,0.0
Chen_et_al_2021,0.8181818181818182,0.0020407122112165704
Brott_et_al_2021,0.8055555555555556,1.1102230246251565e-16
Guo_et_al_2022,0.6153846153846154,0.018677727156017548
Furukawa_et_al_2019,0.7454545454545455,0.00857099128710967
Zeng_et_al_2022,0.7450980392156863,0.009690734658526474
