,0,1
Bell_et_al_2022,0.7071067811865475,0.0
Cui_et_al_2021,0.730490948360955,0.0038360119553634436
Li_et_al_2022,0.33776026473659926,5.551115123125783e-17
Sagong_et_al_2022,-0.38052119532359524,0.027345145916330804
Wei_et_al_2016,0.6756294184045353,0.047899552150585674
Sonnendecker_et_al_2021,0.6882472016116853,0.04821836528658602
Zhang_et_al_2021,1.0,0.0
Tournier_et_al_2020,0.20764139855392857,0.013368615973220697
Joo_et_al_2018,0.4294834215968661,0.06816897254774223
Nakamura_et_al_2021,0.5606210636530652,0.015966918865911357
Liu_et_al_2018,0.47266261225031286,0.029032819702404337
Han_et_al_2017,0.4163484064677296,0.08916157660741399
Son_et_al_2019,0.030710229313658584,0.09424669946930955
Erickson_et_al_2022,0.6423480182845024,0.03714102066450514
Then_et_al_2016,0.6353949229215907,0.0535458740245001
Ma_et_al_2018,-0.4332001127219817,0.0260383302693771
Wang_et_al_2022,0.7637626158259734,0.04842582234000096
Xi_et_al_2021,0.0,0.0
Chen_et_al_2021,0.6393874443999101,0.0021252481555835575
Brott_et_al_2021,0.6096489371969633,0.0
Guo_et_al_2022,0.23661698614856708,0.03626625469159464
Furukawa_et_al_2019,0.36874958013442927,0.025124690745965312
Zeng_et_al_2022,0.4891414326791757,0.019382416749150137
