,0,1
Wei_et_al_2016,0.955566150281737,0.06411129120671233
Furukawa_et_al_2019,0.8662166745399562,0.12946736373765577
Joo_et_al_2018,0.8238102031918486,0.02227746162012445
Zhang_et_al_2021,1.0,0.0
Sonnendecker_et_al_2021,0.4421522353431171,0.006049889636640424
Chen_et_al_2021,0.9178388152230991,0.004925186451012748
Sagong_et_al_2022,-0.7343280051302731,0.3299405240763907
Tournier_et_al_2020,0.590679970120711,0.026808726876024532
Brott_et_al_2021,0.7719206194184776,0.0
Guo_et_al_2022,0.5577013011697391,0.030930460920076203
Cui_et_al_2021,0.7553345023985746,0.013341251594257005
Son_et_al_2019,0.5364626284982085,0.10615694859872385
Bell_et_al_2022,0.9866078051898199,0.0
Nakamura_et_al_2021,0.8898861174079427,0.008653465444293788
Liu_et_al_2018,0.4771285102975545,0.0185592915502649
Wang_et_al_2022,0.9200904555240781,0.007994602201897308
Erickson_et_al_2022,0.950338144987645,0.015675629215583155
Xi_et_al_2021,0.8489269694167674,0.0
Li_et_al_2022,0.6050635167678146,0.0
Then_et_al_2016,0.9266635547087386,0.09296208114689679
Ma_et_al_2018,-0.4841538051183297,0.2808758961586647
Han_et_al_2017,0.33677486563975473,0.08770870162511744
Zeng_et_al_2022,0.7724655082524007,0.017586336470339272
