,0,1
Son_et_al_2019,-0.34993378819627635,0.018614825617886518
Liu_et_al_2018,0.45480105467151355,0.03818122434650059
Brott_et_al_2021,0.7719206194184776,0.0
Erickson_et_al_2022,-0.4360080462268601,0.024845082153873613
Tournier_et_al_2020,0.4335466235587408,0.073678825567975
Sonnendecker_et_al_2021,0.4389215045042035,0.0015229811229229354
Xi_et_al_2021,0.8489269694167674,0.0
Han_et_al_2017,0.21827574624718393,0.0888627887618076
Bell_et_al_2022,0.9866078051898197,1.1102230246251565e-16
Cui_et_al_2021,0.5703641146595019,0.032109743983639964
Zhang_et_al_2021,1.0,0.0
Furukawa_et_al_2019,0.8710711894913824,0.007317623731251163
Wang_et_al_2022,0.8898313754444931,0.028372904967673373
Ma_et_al_2018,-0.4841538051183298,0.005959667806874834
Chen_et_al_2021,-0.31369783116025,0.09721507027258149
Zeng_et_al_2022,0.20219965047699984,0.05702089701904892
Guo_et_al_2022,0.4548558874007518,0.05210830779518591
Then_et_al_2016,0.7426399741752304,0.08317692903777184
Wei_et_al_2016,0.9651866292825803,0.036499275308739386
Sagong_et_al_2022,-0.674386857398754,0.03463168063302436
Nakamura_et_al_2021,0.4447890851797579,0.1534246276423021
Li_et_al_2022,0.4924763672339246,0.014341465755045925
Joo_et_al_2018,0.8479891664213317,0.011443308408910178
