,0,1
Son_et_al_2019,-0.16773633144953937,0.027873418084307572
Liu_et_al_2018,0.3084315266074732,0.0050155432979201355
Brott_et_al_2021,0.6150708011167444,0.0
Erickson_et_al_2022,0.03176364954454001,0.04234343607433641
Tournier_et_al_2020,0.144280585648525,0.030841046747335725
Sonnendecker_et_al_2021,0.4303314829119352,0.04179840798912976
Xi_et_al_2021,0.0,0.0
Han_et_al_2017,0.24168189474771984,0.034206472359069526
Bell_et_al_2022,0.7,1.1102230246251565e-16
Cui_et_al_2021,0.6181198963635698,0.041549785017808566
Zhang_et_al_2021,0.0,0.0
Furukawa_et_al_2019,0.5655634099939986,0.017111341062722815
Wang_et_al_2022,0.6219883020162499,0.0559480689981301
Ma_et_al_2018,-0.4332001127219817,0.02743454450950072
Chen_et_al_2021,-0.06695790272718745,0.09240920367744906
Zeng_et_al_2022,0.20583181999087852,0.027659079289180235
Guo_et_al_2022,0.1537350115670227,0.04207434654945219
Then_et_al_2016,0.318529494648516,0.04687055919193997
Wei_et_al_2016,0.5765566601970551,0.058015067669062836
Sagong_et_al_2022,-0.11322770341445958,0.0814410290829933
Nakamura_et_al_2021,0.4126842410118053,0.030844661086820584
Li_et_al_2022,0.4340573661412156,0.05770385875163235
Joo_et_al_2018,0.5261830700242061,0.04920608954318416
