,0,1
Cui_et_al_2021,0.8673076923076923,0.0023001121946165503
Wang_et_al_2022,0.8333333333333334,0.02179068168202046
Bell_et_al_2022,0.8666666666666667,0.0
Then_et_al_2016,0.7777777777777778,0.039283710065919325
Xi_et_al_2021,0.6666666666666666,0.0
Brott_et_al_2021,0.8611111111111112,0.0
Nakamura_et_al_2021,0.7934782608695652,0.0034159747883408245
Li_et_al_2022,0.6785714285714286,1.1102230246251565e-16
Wei_et_al_2016,0.8181818181818182,0.0142849854785161
Sagong_et_al_2022,0.42857142857142855,0.02244783432338246
Zeng_et_al_2022,0.7290552584670231,0.012378292724895804
Han_et_al_2017,0.7121212121212122,0.04285495643554835
Ma_et_al_2018,0.2777777777777778,0.013094570021973107
Furukawa_et_al_2019,0.7636363636363637,0.00857099128710967
Liu_et_al_2018,0.7205882352941176,0.013864838846795053
Chen_et_al_2021,0.8138528138528138,0.0020407122112165704
Sonnendecker_et_al_2021,0.8214285714285714,0.016835875742536838
Erickson_et_al_2022,0.8438538205980066,0.003654298610783231
Son_et_al_2019,0.5367647058823529,0.043431483202620955
Tournier_et_al_2020,0.6013071895424836,0.005336578960311916
Zhang_et_al_2021,1.0,0.0
Joo_et_al_2018,0.7238095238095238,0.024996850393688284
Guo_et_al_2022,0.6043956043956044,0.018677727156017513
