,0,1
Cui_et_al_2021,0.9089260460293808,0.0022476495540826856
Wang_et_al_2022,0.8674165535724329,0.03445409294144678
Bell_et_al_2022,0.8285714285714287,0.0
Then_et_al_2016,0.7143109357936153,0.07526892568574202
Xi_et_al_2021,0.5,0.0
Brott_et_al_2021,0.7647328842025763,0.0
Nakamura_et_al_2021,0.7376923825434137,0.015372513045426705
Li_et_al_2022,0.4285714285714286,0.0
Wei_et_al_2016,0.8132864571815157,0.04251171899242257
Sagong_et_al_2022,-0.1785714285714286,0.0445435403187374
Zeng_et_al_2022,0.6552645047315592,0.022574779881185014
Han_et_al_2017,0.5664335664335665,0.11551992254884719
Ma_et_al_2018,-0.5333333333333333,0.01571348402636772
Furukawa_et_al_2019,0.7214687086640126,0.004305108998398492
Liu_et_al_2018,0.654338939586164,0.034705756509494555
Chen_et_al_2021,0.8010180359621609,0.009231171314390153
Sonnendecker_et_al_2021,0.730552019767088,0.011291328681679492
Erickson_et_al_2022,0.876532726681592,0.006660242063994663
Son_et_al_2019,0.13488659800790456,0.10412711266353067
Tournier_et_al_2020,0.26639136229422206,0.010302276056857355
Zhang_et_al_2021,1.0,0.0
Joo_et_al_2018,0.6642882233344772,0.057850919536283116
Guo_et_al_2022,0.30209647059418515,0.06368074119072131
