,0,1
Cui_et_al_2021,0.7330349118110098,0.004634776879869078
Wang_et_al_2022,0.664237783907719,0.04444365604076946
Bell_et_al_2022,0.6590909090909091,0.0
Then_et_al_2016,0.5478707307954475,0.08028905598021632
Xi_et_al_2021,0.0,0.0
Brott_et_al_2021,0.7545713951844597,0.0
Nakamura_et_al_2021,0.5897243999347235,0.0065021332328358845
Li_et_al_2022,0.3949827793858816,0.0
Wei_et_al_2016,0.6531476791326005,0.02108975882396069
Sagong_et_al_2022,-0.13483997249264842,0.04847770839892646
Zeng_et_al_2022,0.46466485499284127,0.025110939620474282
Han_et_al_2017,0.4057607627263279,0.0776490537936041
Ma_et_al_2018,-0.46085127853657143,0.026874897890894294
Furukawa_et_al_2019,0.5271527802754365,0.017130502390623602
Liu_et_al_2018,0.4139179819391038,0.027053416340973056
Chen_et_al_2021,0.615009730459537,0.005404298674476041
Sonnendecker_et_al_2021,0.6255432421712243,0.021644749895196033
Erickson_et_al_2022,0.6805158766867606,0.008117630649133869
Son_et_al_2019,0.08337888998250773,0.08206293794460352
Tournier_et_al_2020,0.19633886790177602,0.008285795976743924
Zhang_et_al_2021,0.0,0.0
Joo_et_al_2018,0.469394297316701,0.04789147530773425
Guo_et_al_2022,0.09461115783268206,0.038579347496224874
