,0,1
Cui_et_al_2021,0.7763689945442773,0.011294824082269892
Wang_et_al_2022,0.9170479958906393,0.016921106160849034
Bell_et_al_2022,0.9866078051898197,1.1102230246251565e-16
Then_et_al_2016,0.9507993418852984,0.09484231105783458
Xi_et_al_2021,0.848926969416767,0.0
Brott_et_al_2021,0.7719206194184774,0.0
Nakamura_et_al_2021,0.8962633619901519,0.01198188772643295
Li_et_al_2022,0.6050635167678143,0.0
Wei_et_al_2016,0.9651866292825807,0.038744146473695076
Sagong_et_al_2022,-0.6743868573987306,0.025751999463870964
Zeng_et_al_2022,0.7722774707765411,0.011556847421652175
Han_et_al_2017,0.34277456971918685,0.09136724343486412
Ma_et_al_2018,-0.4841538051183298,0.012182962068728972
Furukawa_et_al_2019,0.8662166745399559,0.0022884402943500145
Liu_et_al_2018,0.48466299168924704,0.008151694047428182
Chen_et_al_2021,0.9164423556045712,0.0017014041321048883
Sonnendecker_et_al_2021,0.44215223534311715,0.0015229811229229091
Erickson_et_al_2022,0.9596912495191297,0.0029135057311848057
Son_et_al_2019,0.5364626284982085,0.12071860733196559
Tournier_et_al_2020,0.5963178966362643,0.027184458169822946
Zhang_et_al_2021,1.0,0.0
Joo_et_al_2018,0.8229151268455782,0.02001287787028745
Guo_et_al_2022,0.5394192139571365,0.03208581662475013
