,0,1
Wang_et_al_2022,0.9170479958906389,0.021533259546818177
Tournier_et_al_2020,0.5963178966362642,0.027184458169823112
Bell_et_al_2022,0.9866078051898197,1.1102230246251565e-16
Wei_et_al_2016,0.9651866292825806,0.03874414647369517
Brott_et_al_2021,0.7719206194184773,1.1102230246251565e-16
Nakamura_et_al_2021,0.8962633619901522,0.011981887726433002
Joo_et_al_2018,0.8229151268455782,0.020012877870287504
Li_et_al_2022,0.6050635167678141,0.0
Cui_et_al_2021,0.7763689945442774,0.012798510398989566
Zhang_et_al_2021,1.0,0.0
Erickson_et_al_2022,0.9552019070508202,0.007434810886166493
Then_et_al_2016,0.9507993418852982,0.09484231105783454
Guo_et_al_2022,0.5394192139571369,0.032085816624750074
Son_et_al_2019,0.5364626284982088,0.12071860733196549
Liu_et_al_2018,0.4846629916892467,0.006477515605451795
Xi_et_al_2021,0.8489269694167683,0.0
Furukawa_et_al_2019,0.8662166745399559,0.0022884402943500145
Zeng_et_al_2022,0.7722774707765413,0.011714664846581815
Han_et_al_2017,0.34277456971918624,0.09136724343486409
Sonnendecker_et_al_2021,0.44215223534311704,0.0015229811229229354
Ma_et_al_2018,-0.48415380511832745,0.012182962068728962
Chen_et_al_2021,0.9164423556045714,0.002815924699196712
Sagong_et_al_2022,-0.6743868573987303,0.02575199946387107
