,0,1
Wang_et_al_2022,0.8461538461538461,0.027695473070119065
Tournier_et_al_2020,0.6013071895424836,0.005336578960311916
Bell_et_al_2022,0.8666666666666667,0.0
Wei_et_al_2016,0.8333333333333334,0.014284985478516152
Brott_et_al_2021,0.8611111111111112,0.0
Nakamura_et_al_2021,0.7934782608695652,0.006831949576681649
Joo_et_al_2018,0.7333333333333333,0.038880789567986955
Li_et_al_2022,0.6785714285714286,1.1102230246251565e-16
Cui_et_al_2021,0.8706730769230769,0.0022663678884184135
Zhang_et_al_2021,1.0,0.0
Erickson_et_al_2022,0.8183831672203765,0.004979969569299391
Then_et_al_2016,0.75,0.039283710065919325
Guo_et_al_2022,0.6043956043956044,0.018677727156017513
Son_et_al_2019,0.5441176470588235,0.043431483202620955
Liu_et_al_2018,0.7426470588235294,0.010398629135096303
Xi_et_al_2021,0.6666666666666666,0.0
Furukawa_et_al_2019,0.7636363636363637,0.00857099128710967
Zeng_et_al_2022,0.7522281639928698,0.011764105688189754
Han_et_al_2017,0.7121212121212122,0.04285495643554835
Sonnendecker_et_al_2021,0.8214285714285714,0.016835875742536838
Ma_et_al_2018,0.2777777777777778,0.013094570021973107
Chen_et_al_2021,0.8138528138528138,0.0035346172334533754
Sagong_et_al_2022,0.42857142857142855,0.02244783432338246
