,0,1
Wang_et_al_2022,0.701613726345445,0.058889218755892245
Tournier_et_al_2020,0.20872739553168124,0.010738580763618147
Bell_et_al_2022,0.7637626158259733,0.0
Wei_et_al_2016,0.6324049416618769,0.02880451768395703
Brott_et_al_2021,0.7416198487095663,0.0
Nakamura_et_al_2021,0.584089154339791,0.014579585090860025
Joo_et_al_2018,0.49099025303098287,0.08124109089551385
Li_et_al_2022,0.24182541670333724,0.0
Cui_et_al_2021,0.7385728321314562,0.004507610522762574
Zhang_et_al_2021,1.0,0.0
Erickson_et_al_2022,0.6271558753831027,0.011601911783915926
Then_et_al_2016,0.48221102489208245,0.07916075057508014
Guo_et_al_2022,0.09903751369442766,0.04493506651429731
Son_et_al_2019,0.05002035265686451,0.08589780132464607
Liu_et_al_2018,0.47679353971491,0.016740346605559023
Xi_et_al_2021,0.0,0.0
Furukawa_et_al_2019,0.5552623278781815,0.02223397376628752
Zeng_et_al_2022,0.49666294847983083,0.024217498800170278
Han_et_al_2017,0.3470358595892514,0.08077105949112838
Sonnendecker_et_al_2021,0.696630546019236,0.023368334085101597
Ma_et_al_2018,-0.42857142857142855,0.027121658575863752
Chen_et_al_2021,0.6275336579766755,0.0065422964849083205
Sagong_et_al_2022,-0.2041241452319315,0.05826385423236472
