,0,1
Wang_et_al_2022,0.8674165535724329,0.03941300403062702
Tournier_et_al_2020,0.26639136229422206,0.010302276056857355
Bell_et_al_2022,0.8285714285714287,0.0
Wei_et_al_2016,0.8132864571815157,0.04251171899242257
Brott_et_al_2021,0.7647328842025763,0.0
Nakamura_et_al_2021,0.7376923825434137,0.015372513045426705
Joo_et_al_2018,0.6642882233344772,0.057850919536283116
Li_et_al_2022,0.4285714285714286,0.0
Cui_et_al_2021,0.9089260460293808,0.002145659561498376
Zhang_et_al_2021,1.0,0.0
Erickson_et_al_2022,0.8755291221856557,0.009354595263964685
Then_et_al_2016,0.7143109357936153,0.07526892568574202
Guo_et_al_2022,0.30209647059418515,0.06368074119072131
Son_et_al_2019,0.13488659800790456,0.10412711266353067
Liu_et_al_2018,0.654338939586164,0.02895982675911044
Xi_et_al_2021,0.5,0.0
Furukawa_et_al_2019,0.7214687086640126,0.004305108998398492
Zeng_et_al_2022,0.6552645047315592,0.023788443534897293
Han_et_al_2017,0.5664335664335665,0.11551992254884719
Sonnendecker_et_al_2021,0.730552019767088,0.011291328681679492
Ma_et_al_2018,-0.5333333333333333,0.01571348402636772
Chen_et_al_2021,0.8010180359621609,0.007518353153736178
Sagong_et_al_2022,-0.1785714285714286,0.0445435403187374
